3ehx_A -2.292_-4.242_-5.148
4dfb_A 3.381_61.486_40.290
2xdm_B 62.884_18.643_31.517
5uoo_A 18.131_-5.052_9.126
3hu1_ABCDEF 3.558_48.896_-4.802
6qmu_A -23.562_-10.363_4.385
5alo_A -10.846_-9.303_25.366
1jyi_ABQ 67.042_26.921_125.709
4wvt_A 10.589_6.185_9.622
3ds9_A -7.808_39.655_-17.216
1yly_A 19.584_53.442_35.474
1q6s_A 37.654_44.402_50.894
4fmu_A -2.717_27.462_17.306
2b7f_AB 88.208_55.443_53.036
4azt_A 17.217_-54.441_14.291
2rk7_A 22.962_2.280_4.396
5oht_A 18.071_-93.090_11.104
4r0i_AB 17.014_7.053_25.699
3faa_A 76.078_26.439_91.961
5jss_E 10.591_40.723_-5.463
1zaf_ABCD 29.665_36.562_38.361
3hqw_A 11.338_18.481_39.348
1hk5_A 20.765_11.185_27.127
1eld_E 38.539_19.834_38.437
4bo5_ABCD -27.251_-18.162_34.877
3lf0_ABC 26.719_-3.904_5.914
1ros_A 52.455_82.631_6.747
5ort_A -11.813_14.266_-18.681
1yc4_A 35.887_32.834_-3.190
3gur_AB 9.005_-7.265_13.977
5vsd_AB -22.115_-12.860_3.559
6ap8_A -29.102_15.181_-18.733
4bti_EF 36.445_-24.626_-37.139
5al5_A -39.558_-11.822_10.350
5ia1_A -85.632_-15.831_8.669
2b4l_A 10.325_10.305_16.760
1k2i_1 27.182_2.954_40.937
1qsc_ABCEF 40.505_51.539_2.892
3fjg_AB -7.431_7.685_13.583
4xu0_A -3.683_-4.433_11.123
4zki_AB 17.383_-17.310_1.685
3kpw_AB 28.183_44.107_16.623
2rcx_A 23.679_6.615_14.915
2p4i_A 23.216_3.252_86.777
5ti7_A -10.953_-7.174_2.113
4leq_A 7.010_17.152_88.262
3jwr_AC -23.585_11.620_-38.588
2wsx_ABC 3.341_4.862_-4.711
4hxq_A -22.123_17.781_-11.544
3k4d_AB -23.382_-27.414_0.491
1rgk_A 21.668_11.761_-0.808
1r1i_A 25.221_50.789_33.476
4k5z_A 62.086_60.876_-1.091
1pyn_A 29.245_30.036_19.029
5cfa_A 12.872_13.558_23.241
2xpb_A 41.055_-14.787_13.192
1uxb_ABCDEF 46.249_53.597_64.340
5tbp_ABCD 12.018_11.646_23.994
4yo8_AB -6.934_20.340_-24.220
5k5n_A -0.572_7.801_27.700
2ccb_A 1.665_22.622_-0.878
6a3n_AB -29.890_44.749_-12.248
4ib5_A 3.460_-23.106_21.622
4xqb_ABC -25.661_13.856_-27.023
2epn_AB 24.221_7.629_40.809
2srt_A -5.367_1.363_13.829
3t2p_ABCD -14.179_-28.652_-26.942
1mqg_AB 19.105_2.507_20.537
1ghy_HIL 14.655_-12.478_21.083
4o7a_A 121.905_-6.183_-0.744
6dkg_A -21.122_4.497_-21.090
5two_AB -24.355_-20.154_10.632
2l98_A 9.513_12.909_-3.716
2qo8_A -2.725_5.983_13.161
3vtb_AB 12.289_3.453_25.353
5ezh_A 20.962_34.301_0.470
4q07_A -3.916_4.017_13.359
1l83_A 26.929_6.158_4.216
4uyg_A 7.857_-27.565_13.874
1nfu_AB 7.321_5.218_21.944
4do3_AB 23.529_49.171_7.588
5d12_A -10.187_39.215_-2.140
6hro_ABC -45.938_11.200_2.316
2glp_ABCDEF -74.499_34.917_128.705
6s9x_A 2.202_4.793_10.199
6agp_A 34.494_11.763_18.990
5mte_A -4.138_-37.732_6.490
1gx8_A 8.265_-1.066_57.052
5mkz_A 26.733_50.132_-1.232
2fzz_AL 21.528_30.973_60.164
3fuc_ABC 32.253_-10.103_27.035
1rej_A 9.357_40.319_17.525
5qad_A 96.636_250.783_6.575
2fwp_AB 35.973_65.529_-151.038
1vyf_A 12.179_32.288_6.905
5voj_A -13.855_-19.303_15.830
3kce_A 4.865_42.236_12.287
3oki_AB 12.888_23.110_3.815
1ryh_A -2.464_73.931_38.267
5ehq_ABCD 33.798_23.657_9.572
3jyr_AB 19.365_-6.127_14.315
3qyy_AB 69.379_25.704_46.316
3cjf_A 18.315_18.088_19.139
4ai8_A 21.787_25.109_28.230
1fmb_A 5.421_20.099_2.906
5osl_A -134.768_-184.279_295.252
3rxl_A -1.953_-14.536_16.785
6mck_ABCDEFGHIJKL 69.534_27.338_61.046
1jyq_ABH -26.977_45.161_33.630
2ybp_AC 41.629_-55.023_-1.504
6azl_AB -25.204_35.856_-30.889
2fwy_A 3.064_9.605_25.643
4ob2_AB -9.419_-35.406_203.832
1f57_A 10.400_-9.500_23.280
3mof_A 9.983_2.427_46.026
1mxu_AC 77.303_26.520_42.753
3l6f_AB -17.151_14.550_7.996
4oct_A 15.172_4.430_2.381
5iyy_A 28.190_-9.020_27.194
3ddb_A 28.088_20.981_56.173
4q15_A -22.635_7.564_-32.932
5svx_A 66.968_72.742_2.100
1k08_A 34.050_23.340_29.373
1kwq_A -4.316_4.161_14.424
1qbu_AB -9.518_15.267_29.339
3vsw_A 177.991_200.729_98.336
4p75_ABCD 44.110_22.889_21.153
6fng_A -103.629_-16.757_49.273
1ps3_A 30.881_66.514_8.265
3m53_A -38.169_9.800_2.968
1zog_A 21.912_6.652_19.908
2clk_AB 47.857_28.672_12.165
4cwq_A 2.126_10.639_26.141
2of2_A 25.511_39.388_84.578
1u2y_A 7.738_15.782_42.845
5icz_AB -24.038_35.447_-30.796
4u5o_A 1.730_35.982_9.921
3czv_A 34.934_60.395_19.149
4qy3_A 6.079_-7.227_4.831
5nat_A 1.517_-9.570_7.945
4a9n_AB 19.001_11.502_-10.114
5y6f_A -10.295_-8.209_30.941
6apw_A 50.907_18.289_20.340
2csn_A -24.915_50.849_48.534
6hsk_A -14.760_1.918_-14.622
3nal_A -2.615_13.206_86.920
3l5b_A 21.655_11.242_23.111
1i9n_A -3.592_4.419_14.645
5hkm_A 35.455_-27.609_-12.300
3s2a_A 22.950_15.333_21.435
4xg6_A 1.786_-3.647_7.425
4zh3_ABCDEF 34.689_98.692_7.413
2p99_A -3.224_-0.391_8.482
1ci7_AB 113.789_-19.488_52.722
6cv8_A 10.479_11.559_0.817
4gsy_A 7.860_0.235_27.352
4yv2_AB 13.382_7.534_7.926
5ivc_A -25.002_22.045_4.139
4qms_A 42.888_-0.125_15.049
1py1_ABF 18.056_36.970_66.110
1m7y_A 19.634_-0.328_21.694
4twt_AB -10.287_75.599_231.685
4gg5_A -3.207_16.270_31.994
3if7_A -23.191_16.607_-15.882
3t84_A 16.443_0.906_13.473
3qup_A 11.022_-9.019_13.594
3twu_A 13.429_14.507_7.842
1y0x_X 28.947_39.401_93.533
4wlb_ABDE -22.713_6.468_-8.524
1yms_A 25.048_54.969_11.731
3rl8_ABCDE 57.317_-3.979_48.625
3sou_A 27.962_18.565_81.857
4jxs_B 81.128_5.146_31.277
6ma5_AB -0.218_-45.715_15.502
3l81_A -23.624_5.509_26.984
2o1v_AB 18.347_20.196_53.004
1klu_ABD 141.414_48.800_-7.920
3dcr_AB -5.230_-1.013_-13.533
6fmp_AB 5.862_-1.211_-25.238
4ayy_ABD 31.696_13.855_24.859
5id0_AB -23.781_35.081_-30.936
3gxt_ABCDEFGH -17.914_59.732_105.555
4x1f_A 11.357_79.024_0.194
5t2b_A -4.625_-49.730_23.313
5lgq_ABCDEGH 30.826_17.542_128.028
4qlv_ABCDEFGHIJKLMNOPQRSTUVWXYZab 10.068_-136.912_16.949
5zhm_AB 46.243_118.043_17.496
5fb1_A -4.642_9.247_-20.531
5afk_ABCDEFGHIJ -52.271_-1.852_-23.308
1amn_A 4.551_66.860_63.021
4ty6_AH 41.000_-19.594_29.317
3ro0_ABCD 26.710_-5.044_23.254
3vf9_A -0.043_-1.742_-15.272
1idg_A -6.905_-9.225_8.212
5vp0_AC 25.865_4.922_24.341
1h61_A 21.884_12.961_17.572
5hh6_A -21.292_25.055_1.566
2e91_AB 28.129_46.071_6.705
4nal_A 4.414_23.209_-20.250
4ytc_A 14.730_11.468_3.585
5yyb_A 3.160_-1.262_25.666
4ybk_A 65.389_60.040_110.940
5lgp_ABCDFGH 44.440_22.940_129.087
4usi_ABC 3.653_10.954_0.140
6qtq_A -3.827_1.408_-26.480
5k5s_AB 178.285_47.814_167.757
5hff_A 38.574_52.378_22.970
4gfn_A -9.843_-4.419_-14.669
1o3p_AB 10.655_6.666_22.920
5ol3_A -5.131_7.032_23.008
3qs8_AB 6.753_-11.072_31.765
4euc_AB 14.948_-19.063_31.669
2k4i_A 8.968_-12.306_0.320
6d2o_A -27.998_9.652_-16.456
1pph_E -2.715_4.779_23.042
4rlw_AB -0.524_22.567_-31.148
2pu2_A 23.531_6.924_14.751
1f9e_ABCDR 42.753_75.563_13.842
5m57_A 25.326_78.511_12.775
5b5b_AC 162.643_3.874_46.862
3uri_A 3.363_31.424_16.935
4q8y_A 15.425_2.610_15.527
4pyq_AB 2.659_-32.656_-34.397
6cyb_AB 31.550_-4.704_14.216
5uv1_A -8.745_12.933_-19.328
5kad_A 59.338_28.332_13.757
1icj_ABC 34.918_39.922_73.030
3l08_A 24.990_15.380_21.393
4ty9_A -2.553_-20.008_-37.172
6d1i_A 49.641_11.539_46.182
6ink_AB 24.866_76.145_26.352
3n8n_ABCDEFGHIJKL -3.795_35.416_79.929
6nfi_A -17.646_-5.307_-17.170
3ti8_A 23.116_-21.057_-52.471
3ith_CD 33.150_-19.791_7.503
3h5b_AB 16.805_23.133_17.741
3snl_B 15.038_-38.055_-19.696
5zbz_A -15.511_-4.433_27.348
5ufr_A 17.413_19.575_-17.746
3el1_AB 20.401_31.852_14.323
5gmi_ABD 85.553_17.205_-5.355
3ccc_ABEF 1.039_-3.324_22.521
1noi_AB 44.670_1.859_20.257
5yve_A -17.421_-1.745_-46.437
1w5x_AB 13.048_22.822_5.528
3mke_A 33.785_64.206_2.204
3l8x_A -2.963_-4.136_-19.958
2zif_AB 14.936_27.736_72.319
6gj7_A 14.552_16.429_-21.248
4afj_AX 104.262_26.667_-12.370
5nw8_A -5.471_7.211_24.068
2ojj_A -13.403_14.234_40.317
4prb_AB 1.543_-13.451_37.963
1vyq_ABC 39.457_-10.819_-8.618
4heu_A 14.500_88.134_39.443
1y2j_A 42.550_1.740_63.001
4xkb_A -6.188_-23.170_-20.000
2gtk_AB 3.739_25.091_17.202
6g6w_AB 37.105_12.637_32.158
4lv4_A 14.104_156.988_21.364
5mi5_A 32.363_6.503_10.535
6uvp_A 24.384_55.563_87.622
6j0k_AB 79.584_-59.243_-46.852
2a8g_AB 11.567_0.322_3.493
3wyx_A -35.016_-16.565_-10.003
1uj6_A 0.222_15.732_13.017
3psl_A -17.841_15.749_21.414
5wxo_U 1.365_-26.478_-12.105
3cz1_AB 19.262_-3.768_-4.646
4ura_A -26.175_-20.926_-22.686
2a5u_A 43.116_14.088_31.323
2gg2_A -3.811_-0.366_9.297
4kup_A 25.661_5.952_58.335
2wji_A 3.726_0.688_29.192
4e3n_A 22.690_5.593_13.428
5tc0_A 14.013_15.947_16.929
2qp6_A -5.110_2.042_14.885
5vex_A 21.926_-27.107_-32.113
2imb_A -3.671_-9.170_21.886
3drp_AB 8.521_11.680_16.567
5tob_A 0.029_-10.424_38.686
6cj1_A 1.402_7.606_-3.097
4ln7_A 11.296_22.103_-12.134
2ydm_AB 13.281_-8.017_-22.789
4yv8_A -19.481_14.725_-5.815
1hyo_AB 46.739_42.342_59.790
4k75_A 21.656_19.880_33.610
2w68_AD 25.493_-35.556_-3.760
4x1s_U -26.018_-12.135_-1.469
3brn_A -9.695_35.101_-11.241
4qge_AB 76.398_50.899_39.926
2xag_AB -6.844_63.519_86.498
2x39_AC 43.954_31.715_111.427
1g52_A -3.615_5.336_14.391
4z16_A -6.804_-14.245_1.205
3p58_A -4.939_2.053_13.580
2rg6_A -2.358_-1.739_20.141
6cdm_AB 37.228_-46.604_130.604
1z1r_AB 5.367_-0.850_13.761
1g7f_A 9.619_18.418_8.407
5l15_AB 26.858_-17.436_-62.779
1o4a_A 19.631_21.666_21.618
5np8_A 5.459_3.556_29.964
5w73_A 128.618_102.948_285.168
4bd3_A 10.729_2.404_-0.847
2ndo_A 9.995_-12.214_-5.659
3vsx_A -64.285_-162.094_-140.423
4wag_A 36.227_23.490_-12.436
4uzd_A 57.615_-9.738_44.556
3w5t_AC 62.407_16.324_-4.869
3aaq_A 32.217_29.854_30.031
4jbp_A 5.957_30.434_6.026
2fdp_A 9.340_-1.741_48.574
4ppc_A 15.537_-27.417_-45.963
3llm_AB 79.339_6.101_-7.538
3tdc_A 36.227_63.863_50.469
4jlm_AB -31.893_11.397_-3.344
5kjk_A -16.873_-58.536_-24.440
1zz1_A -6.556_-10.526_38.132
2nta_A 32.844_-29.864_-2.145
1i1e_A 30.832_-31.969_-38.936
1cka_A 118.841_131.022_11.300
2aof_AB 16.699_20.903_17.496
5u1q_ABM 0.407_33.076_144.862
3uxm_A 7.113_1.140_19.533
4um1_ABCDE 16.696_33.308_-15.425
4mi9_A 35.456_23.913_29.931
2ydv_A 31.972_9.257_-15.662
1w1v_AB 18.620_41.582_102.147
3l7g_ABC 17.127_32.823_6.113
4ezw_A 45.641_43.306_18.116
6ouv_AB -18.360_-10.487_41.634
1oh4_AB 12.947_22.158_-3.030
3arn_ABC -6.196_32.091_27.836
4i32_A 74.700_15.317_15.370
6b41_A 9.928_-15.101_25.090
3fdn_A -3.638_-32.004_3.576
5u2c_A -7.764_44.483_12.954
5aan_A -7.362_-5.746_12.198
4qqc_A -27.633_4.326_-1.148
3adu_AB 15.003_63.391_12.750
4mo8_A -4.148_2.740_14.319
4hws_AB 15.471_-36.391_-17.318
6g4n_AB -13.024_5.085_52.900
2i4v_AB 15.428_22.935_16.919
6me3_A 24.484_-23.478_47.193
5gmp_A 0.614_-50.590_126.665
4u4x_AB -22.821_-18.171_19.096
2h5j_ABCDF 24.037_12.420_40.411
6gzm_AB 2.066_4.474_-3.109
3doz_ABCDEF -14.730_17.010_12.386
1aht_HIL 13.018_-11.230_20.864
5xms_AB 31.739_44.268_21.499
2h02_A 2.195_8.877_42.427
6cyg_A -0.393_124.563_49.356
5kmh_ABCD -1.374_31.167_24.576
3zjv_AB 53.242_-24.934_31.061
2cfg_AB 25.278_7.068_4.587
5t8p_A 28.797_53.794_-2.295
2llo_A 2.482_3.048_6.094
4wf6_A 10.256_19.268_27.804
3qtq_A -65.989_-80.203_-84.100
3hs4_A -5.350_3.397_14.534
3wuv_AB -54.369_69.928_69.239
4xmr_AB -14.074_-31.428_-40.443
4n7e_ABC -32.840_37.984_15.248
2e2r_A -16.271_-3.887_-28.110
6md8_A -24.089_-21.344_-11.441
1zgi_AB 16.938_-14.147_23.075
2bu5_A 56.722_60.985_78.425
6fkp_A 17.574_34.482_10.583
6agt_AB -4.154_-1.402_29.486
2w6t_B -67.066_-40.321_21.611
2ql9_ABCDFG -53.000_25.141_-1.785
3q3b_A 38.762_7.480_33.508
4qsk_AB 205.061_-9.737_90.564
3lrh_A 21.211_-29.504_-48.247
3jxw_A -23.149_-34.615_-1.643
4llj_A 4.289_12.807_43.347
1tx7_A -0.796_13.560_49.764
3kr1_AB 27.832_44.152_16.093
2qry_A 8.496_50.784_111.060
5j3v_A 28.556_9.215_-56.374
2v59_A 4.125_-21.734_24.350
2h9m_A -5.048_-5.929_11.201
6qtr_A -6.456_4.271_28.220
4ymx_A -5.694_-10.166_-17.500
2ay5_AB 100.958_44.835_11.946
1j01_A 17.409_65.801_38.281
5mky_A 2.869_13.981_9.359
4kmz_AB 30.748_47.588_47.367
4qq5_A -59.567_146.389_2.505
1w3j_A -1.160_10.873_8.765
1g5f_A 7.452_25.209_25.291
2vo7_AI -8.499_-8.387_-8.761
6mmo_ABD 22.724_1.407_-18.546
1f8b_ABC 26.537_17.853_62.602
2cer_A 63.385_-69.124_5.575
2bet_AB 27.092_-9.680_14.974
1em6_AB -3.683_34.289_65.870
4l2f_AC -6.196_-37.157_12.218
1w22_A 1.763_13.163_29.064
6dh5_AB 71.007_56.679_16.928
4lm0_A 4.717_11.936_42.004
5f2r_A 17.941_-4.235_4.406
2ogz_AB 36.433_54.543_93.372
6b1k_ABC -18.568_-16.958_17.717
4e3b_A -2.323_20.900_38.848
2viq_A 27.620_9.714_29.394
6n96_ABCDEF 34.132_-22.857_41.826
3fzr_A 23.042_66.436_18.350
6dcz_A -20.024_17.762_135.554
5k7h_AB 38.812_-13.359_-21.881
5gmm_A -2.987_2.829_-31.918
4di2_A 30.756_5.172_12.805
5ei3_AB 6.073_-12.123_-4.292
5d3p_A -8.216_7.750_0.760
5hn8_AC -0.074_-59.335_-76.538
6c7j_A 7.946_7.206_3.210
3acw_A 56.837_14.404_52.390
5ox6_A 13.582_116.314_-5.497
3ihz_AB -4.701_-8.008_-30.308
5zma_B 3.148_81.376_56.696
3me9_ABC 52.133_16.695_46.394
3c89_A 26.719_22.609_55.648
2wou_A 2.880_8.009_4.346
3h0e_AB 24.793_53.712_12.738
2w5i_A 37.970_-5.028_19.018
3s3i_A 3.063_29.806_30.051
1j81_B -15.601_-2.592_14.170
1kfy_ABCD 29.008_17.178_-52.085
2ych_AB 20.135_0.561_20.845
4ara_AB 31.698_22.162_10.524
1rhj_ABCD -82.856_36.055_82.406
6dvl_A -15.374_5.326_-44.592
6fqo_A 6.686_-7.469_23.423
4byi_A 3.889_-31.210_-4.104
3atu_A 4.571_18.558_15.768
1lhc_HIL 16.427_-13.832_22.452
6bny_A -3.045_-29.511_-11.037
3pbb_A 0.020_75.214_4.825
2pyn_AB -9.048_15.578_27.266
3zm5_A -32.507_36.349_-1.465
1hvl_AB 5.127_-1.653_14.253
4btl_AB 29.606_20.652_11.549
5hcy_A -52.378_-0.985_-20.937
4mzk_A 11.935_6.423_15.195
5ezg_A 28.468_11.033_-3.125
3arg_ABCDEF -12.402_-46.326_-68.450
5u66_AC 24.682_67.440_39.480
4ach_AB 41.305_38.225_54.748
3r02_A 18.301_-36.857_-1.343
2obj_A -17.963_35.486_-0.857
4jwk_A 0.811_15.060_28.560
5jq9_AB 11.165_12.804_116.531
6qgh_A -1.015_3.271_9.787
6q6f_AB 56.588_17.731_-14.073
3ms9_A -3.918_60.034_30.730
4psx_ABC -21.571_-29.830_37.387
6n3w_AB -30.589_6.366_-27.702
4gto_AB -17.327_71.594_3.656
6h4r_A -22.024_-15.369_-19.587
3w2r_A 3.782_12.708_45.560
4bck_AB 5.848_23.421_24.227
2f2c_AB 30.842_21.882_61.017
5knu_AB -7.699_27.425_-42.271
5lay_A 4.857_-25.658_11.141
2yaz_AB -17.248_36.324_-9.628
5tvn_A -23.247_-17.652_9.064
5diq_F 4.746_75.197_28.285
3ryj_B 17.187_3.550_14.951
5d6f_A 28.227_19.116_19.581
4dmw_A 8.962_27.406_17.639
6eq7_A -14.674_-15.402_11.227
1qvu_AB -63.947_-46.083_4.564
4az2_ABD 31.307_14.004_25.565
3fup_A -57.582_9.508_0.907
16pk_A -9.184_46.338_-0.030
4ycu_ABC 11.397_1.238_24.697
4oym_A 17.902_24.430_0.010
5o1s_A -6.407_17.533_-19.592
2fjm_A 22.090_29.462_17.473
4uhg_A -39.107_-11.995_11.889
1joc_AB 30.490_15.987_10.589
1ydk_AB 31.508_26.854_14.756
1ct8_ABCD 59.969_30.226_29.920
3gfw_A 0.084_14.920_44.445
3jy0_A -39.603_-3.281_1.381
5h0g_A 3.618_0.152_-0.103
3qci_A 21.375_30.590_61.199
5wlo_AB 16.725_-20.004_-5.698
1ind_HL 58.286_1.197_38.382
4loj_AB 40.664_22.634_20.590
4xjs_A -6.522_-20.507_14.001
6m8e_A 5.848_26.570_25.535
3ncq_ABC 17.826_15.120_28.125
1lxh_A -15.281_-1.616_1.643
2ha0_ABC 27.741_17.700_13.729
1cwc_A 3.353_36.664_17.268
5dgu_AB 15.816_22.390_16.915
4e3d_A 16.744_4.407_14.577
1j4k_A 2.342_-23.767_-11.598
1h5v_AB 2.934_40.764_8.466
5ku6_A 36.743_9.625_20.108
4y62_A 13.311_21.636_8.570
4wj7_A 29.026_55.346_185.680
3rxp_A -1.823_-14.482_16.215
1uef_ABD 7.537_-6.417_5.269
5jf4_A -6.732_-1.024_10.289
6e3s_AB 175.630_-122.489_163.770
2izl_BD 32.626_12.690_-6.678
1ld7_ABC 18.109_134.515_-1.949
5m6f_A -14.540_-19.157_-5.504
5jzs_AB -21.025_-16.365_-32.112
4bpi_A 15.108_-14.825_17.602
4gw6_A 25.921_-16.620_16.814
6nze_AB 13.520_-2.560_29.925
4qfo_A 11.545_-5.585_11.543
5n8v_A 6.453_1.512_-5.038
1al7_A 44.912_55.604_18.128
5ak3_A -11.544_-11.915_27.642
4tk2_ABD -69.850_-16.779_-33.970
4qw5_ABCDEFGHIJKLMNOPQRSTUVWXYZab 60.216_-135.155_36.817
3r7q_A 21.024_61.475_20.567
2bvd_A 20.334_33.280_16.649
6b22_A -0.292_-31.959_-11.930
3uda_BD -0.913_11.795_17.803
1oiy_AB 4.930_44.046_51.223
1tnh_A 29.404_14.751_16.768
5ggo_AC 87.987_80.079_135.098
4b95_ABC -6.329_33.501_1.875
1zrz_A -9.460_20.732_19.312
5l8o_B 65.101_2.742_75.871
1y2c_A 13.459_5.978_12.185
2wyj_AB 7.846_4.599_21.194
4duh_A 2.324_2.532_37.534
1nax_A 3.591_21.482_32.002
3jsi_A 77.238_53.221_41.494
2poq_X -15.469_-44.611_3.822
1met_AB -9.327_16.311_27.858
5ewa_A 4.486_-5.303_-41.794
3lp4_A 25.435_-40.446_5.659
5hrx_A 15.585_-8.152_-7.807
3cs7_AL 7.361_41.835_60.367
2ay2_AB 100.788_44.976_11.935
3ng4_ABCDE -20.902_-20.688_-18.256
2in6_A 3.379_53.585_25.739
4xg7_A 17.923_61.955_13.126
4i7f_AB 8.574_9.486_15.794
1aqc_ABD 54.424_-4.030_70.658
2j2u_AB 8.081_5.544_21.712
1jeu_A 2.960_18.379_14.408
3hky_A -24.960_-6.996_30.392
5l99_A -29.226_-9.374_0.658
4g17_A 35.717_-17.681_27.815
1oiu_AB 5.181_43.784_51.072
4z2p_ABP -1.042_47.692_-28.375
2gmk_A -21.228_-2.145_-0.027
3ee2_AB 18.817_10.936_42.855
4de1_A -7.745_55.387_12.267
5i43_A 4.285_8.630_37.945
1mh5_AB 29.999_-45.326_42.921
4mnp_A 20.710_24.957_39.897
4i80_A -39.116_22.132_23.287
3fmr_A 15.263_-7.119_24.707
3jzc_A -15.083_-14.106_-28.689
6sfj_A -0.947_39.760_17.853
3mv0_1234 -10.224_-28.936_-27.506
6sde_A 21.837_31.579_57.153
3buh_A -20.485_40.935_91.883
6eir_A -8.358_107.903_275.886
5h0e_A 4.297_-0.835_0.202
4n7m_AB -27.560_-28.586_4.780
4ceb_AB 10.046_33.075_0.578
4kao_A 2.949_-10.538_16.574
1nyy_A 11.290_11.089_36.976
4y8x_A 41.691_-19.952_29.396
4r4i_A 9.750_12.667_23.327
3lau_A -6.095_-7.204_18.807
6aps_AB 126.296_-38.304_49.912
4cfv_CD -33.551_-18.504_-31.448
2lcs_A -9.554_-5.943_-20.186
4nxs_ABCD 28.639_-16.713_2.933
2ei6_AB 7.514_6.411_21.745
3drf_A 10.196_50.533_25.767
1mm6_AB 31.831_54.026_3.937
5cks_ABCD 43.436_-403.458_16.432
5moe_A 33.811_147.781_366.910
4hym_A 8.541_1.478_-8.794
4xm8_A 9.184_20.910_27.925
3ewz_AB -4.797_-6.416_26.587
4xg3_A 16.325_10.361_6.487
1toi_A 74.576_53.464_31.919
4j08_A -24.101_50.767_55.350
3rk7_A 92.374_116.651_-47.761
3kjn_AB -10.693_34.729_41.906
3qx8_A 20.870_7.402_-23.349
3m6q_A 1.746_-20.341_-30.997
1a9u_A 2.690_14.985_28.541
4inu_ABCDEFGHIJKLMNOPQRSTUVWXYZab 61.825_-134.420_37.465
4pnu_AB 7.763_-7.007_-11.039
2v58_A 4.259_-22.492_24.729
4hzz_ABC 9.303_30.664_35.976
5ehi_A 55.496_40.395_5.313
5apj_AC -26.321_7.649_-15.526
2clo_AB 49.561_25.910_13.707
2wd3_A -16.341_14.745_-11.916
5hip_A -17.420_2.466_-10.069
3ti4_ABC 29.395_14.265_-20.269
4zga_AB 5.499_63.812_25.008
6qau_A 44.011_-41.899_-30.357
1xp9_A 31.728_-1.840_24.473
1o44_A 19.825_22.408_22.081
6iph_A -0.529_-35.020_0.098
3t2q_ABCD -11.256_-28.488_-26.829
3f7b_A -51.241_-62.563_5.609
2y1n_C 41.395_-46.077_1.284
1tl9_A 32.346_21.235_35.862
3f68_HIL 17.407_-13.119_22.931
6hsh_A 41.758_37.925_83.573
5y21_ABD -0.246_9.752_56.872
3i3d_ABCD 14.642_28.278_74.836
2er9_E 34.887_-7.818_-1.954
4fxy_P 45.571_4.081_45.132
3blt_A 19.201_36.629_74.389
3f1a_A -2.539_-4.768_-5.746
3b4f_A -4.431_2.128_12.836
4urv_RS 46.766_40.228_78.895
5emb_A 10.097_-0.844_-14.393
5q18_AB 13.043_23.229_4.111
2bua_ABEFGH -7.483_20.150_4.463
2nsx_B 10.641_-9.948_40.177
6kjd_B 9.488_34.670_6.940
4kzl_AC -6.388_-37.083_12.346
6npt_A -17.311_-25.755_-12.937
1dmb_AB -6.906_-7.677_4.351
1ule_ABCD 36.822_11.251_29.960
2pk6_AB 13.569_-21.147_-16.483
5nzo_AB -27.626_15.304_5.322
5ovg_A 0.872_-33.831_45.530
2r3p_A 1.533_27.527_8.291
6plf_AB 14.652_28.601_-5.710
1k3n_A -1.099_-17.086_-18.225
5kap_A -20.067_63.802_5.339
3h8c_A -4.160_-2.256_-39.661
1fig_HL 13.396_48.042_9.297
1sje_ABD 143.087_48.666_-7.912
3u8h_A 20.614_-7.027_-11.240
4abe_A -2.467_13.685_16.314
3mag_A 17.484_12.622_21.193
5wkh_ABDE 30.971_-0.046_16.688
2qmg_A 23.865_12.049_23.185
1k27_A 60.393_16.755_29.355
1sve_AB 11.495_9.957_0.333
6dql_AB 8.817_-31.034_20.790
1q4l_AB 39.342_6.706_34.205
1k1n_A 0.575_19.806_17.756
6czd_AB -0.355_-34.389_22.159
1gpy_A 26.093_3.793_51.533
3dkj_AB 9.201_18.347_10.958
3okh_AB 23.688_64.873_15.578
3isj_AB 14.172_10.401_-0.878
2qfu_A 60.214_8.307_29.049
3pvw_ABG 38.288_-7.321_52.977
5c6v_ABCDFGH 0.412_63.033_166.529
2jbu_A -104.561_38.865_-1.761
3cso_A 25.300_7.146_31.499
6gub_AB -6.707_-21.794_21.679
6jao_AB -6.785_-33.406_-15.422
5x54_A -9.148_17.675_-0.308
6q7h_A -3.099_34.262_-8.054
5f02_A 8.546_36.241_18.608
2bza_A -12.799_28.156_43.815
5i0l_A 10.928_4.638_10.686
5wuu_A -9.910_-7.332_2.473
3ove_A -8.349_8.358_-0.627
2jk9_A 2.080_41.528_39.694
5kr1_AB -5.613_-1.476_-14.295
2rok_A -7.584_0.584_13.885
3gw5_AC 28.575_-7.961_-11.724
5k0x_A 3.066_2.540_18.148
5y61_AB -52.744_4.266_-1.595
3k26_A -16.622_26.625_-27.814
1njb_A 15.261_49.385_-56.104
3rxg_A -1.634_-14.581_16.138
4j0a_A -24.187_51.067_54.947
4oyb_A 17.507_25.089_-3.049
4i7j_A 3.263_9.362_1.042
1f4y_AHL 41.002_34.368_-8.361
4do4_ABCDEF 58.695_-5.205_17.819
3fnu_AB -7.372_-49.033_-77.000
4ish_HL 7.133_37.793_25.999
6f3f_A 24.868_75.936_106.215
4k9g_ABC 33.463_-26.930_26.630
1pyg_ABCD 61.467_21.626_42.912
6i67_A -16.421_-4.663_-26.625
5xxk_A 13.366_129.939_32.804
5xvk_A 15.125_17.877_14.573
4k6z_A 24.954_3.928_1.882
